City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
amarillo,35.222,-101.8313,70.21,23,1,15.01,US,1636830011
owensboro,37.7742,-87.1133,43.18,65,90,8.05,US,1636830221
sao jose de ribamar,-2.5619,-44.0542,88.18,70,6,12.57,BR,1636830222
erzin,36.9559,36.2,54.12,31,100,7.92,TR,1636830222
tambopata,-12.7333,-69.1833,89.56,50,100,2.44,PE,1636830222
scottsbluff,41.8666,-103.6672,61.81,43,99,13.0,US,1636829986
yeppoon,-23.1333,150.7333,64.18,53,0,6.04,AU,1636830223
namibe,-15.1961,12.1522,70.39,80,41,12.55,AO,1636830223
barra patuca,15.8,-84.2833,80.55,80,30,5.91,HN,1636830224
benxi,41.2886,123.765,19.72,93,20,2.53,CN,1636830025
voi,-3.3945,38.563,74.66,74,4,8.88,KE,1636830224
kavieng,-2.5744,150.7967,81.12,73,100,11.07,PG,1636830224
nyrob,60.733,56.7202,20.93,86,100,10.45,RU,1636830225
kollam,8.8833,76.6,80.47,87,100,11.16,IN,1636830018
longyearbyen,78.2186,15.6401,10.24,61,20,12.66,SJ,1636830225
lensk,60.7253,114.9278,4.37,96,97,2.08,RU,1636830226
oksfjord,70.2396,22.3479,34.72,93,100,5.57,NO,1636830226
kristianstad,56.0313,14.1524,44.98,100,90,1.99,SE,1636830226
novobirilyussy,56.9514,90.6661,26.37,85,100,9.46,RU,1636830226
chilca,-12.5211,-76.7372,68.16,78,77,7.25,PE,1636830227
camana,-16.6228,-72.7111,68.59,72,59,10.94,PE,1636830227
chimbote,-9.0853,-78.5783,68.43,71,99,10.22,PE,1636830227
lata,40.1629,-8.3327,57.81,69,97,3.0,PT,1636830228
darab,28.7519,54.5444,62.4,35,0,3.27,IR,1636830228
adrar,20.5022,-10.0711,81.32,30,78,6.98,MR,1636830228
machico,32.7,-16.7667,69.12,79,40,10.36,PT,1636830229
manaus,-3.1019,-60.025,82.89,74,75,6.91,BR,1636830013
la palma,33.8464,-118.0467,93.49,21,1,1.01,US,1636830201
durres,41.3231,19.4414,51.98,74,65,4.59,AL,1636830229
qui nhon,13.7667,109.2333,76.46,94,100,13.49,VN,1636830108
coquimbo,-29.9533,-71.3436,65.23,59,0,15.37,CL,1636830020
hambantota,6.1241,81.1185,79.14,89,0,5.75,LK,1636830230
kamina,-8.7386,24.9906,66.67,87,99,2.08,CD,1636830230
salinopolis,-0.6136,-47.3561,82.98,74,83,9.33,BR,1636830230
valdosta,30.8327,-83.2785,73.69,49,0,1.01,US,1636830023
berdigestyakh,62.0989,126.6992,-11.65,97,68,4.76,RU,1636830231
otradnoye,59.7775,30.8181,37.18,95,100,3.33,RU,1636830231
nichinan,31.6,131.3667,56.48,77,100,3.98,JP,1636830231
masingbi,8.7833,-11.95,76.14,87,75,1.43,SL,1636830232
necochea,-38.5473,-58.7368,76.03,39,100,18.86,AR,1636830232
touros,-5.1989,-35.4608,86.9,70,13,16.2,BR,1636830232
cidreira,-30.1811,-50.2056,69.44,64,0,22.73,BR,1636830233
biak,-0.9131,122.8766,76.95,84,100,4.54,ID,1636830233
svetlogorsk,52.6333,29.7333,34.21,90,38,6.64,BY,1636830233
nyurba,63.2842,118.3319,-11.7,97,72,3.8,RU,1636830234
kasongo-lunda,-6.4667,16.8167,71.35,93,100,2.44,CD,1636830234
nelidovo,56.2211,32.7774,35.1,76,89,1.54,RU,1636830235
pionerskiy,54.9508,20.2275,40.84,87,100,14.85,RU,1636830235
teguldet,57.3064,88.1667,25.97,90,100,9.4,RU,1636830235
praya,14.9215,-23.5087,77.54,65,20,14.97,CV,1636830236
nouadhibou,20.931,-17.0347,67.86,77,0,11.86,MR,1636830236
tijara,27.9333,76.85,66.94,25,0,2.95,IN,1636830236
kilemary,56.7783,46.8659,29.93,86,100,7.92,RU,1636830237
panaba,21.2833,-88.2667,82.96,61,57,14.94,MX,1636830237
calama,-22.4667,-68.9333,75.69,6,35,19.57,CL,1636830100
oriximina,-1.7656,-55.8661,93.18,42,49,4.41,BR,1636830237
sheridan,44.8333,-106.9173,61.18,24,40,10.0,US,1636830238
pestyaki,56.7103,42.6717,31.75,98,100,5.44,RU,1636830238
birnin kebbi,12.4539,4.1975,85.24,28,85,2.71,NG,1636830238
luwuk,-0.9516,122.7875,78.15,85,100,4.14,ID,1636830239
belyy yar,53.6039,91.3903,35.49,76,0,8.95,RU,1636830239
samarai,-10.6167,150.6667,80.83,83,86,4.9,PG,1636830239
tual,-5.6667,132.75,83.89,72,100,6.44,ID,1636830240
kudahuvadhoo,2.6708,72.8944,82.09,78,21,18.99,MV,1636830240
fort nelson,58.8053,-122.7002,34.9,71,12,7.61,CA,1636830072
leshukonskoye,64.8989,45.7622,18.68,95,6,3.8,RU,1636830240
boras,57.721,12.9401,45.82,92,100,6.35,SE,1636830241
eureka,40.8021,-124.1637,67.19,80,27,3.0,US,1636830241
geraldton,-28.7667,114.6,55.81,94,0,6.91,AU,1636830242
camacha,33.0833,-16.3333,65.62,68,20,8.05,PT,1636830242
conchal,-22.3303,-47.1725,74.12,34,84,4.45,BR,1636830243
takoradi,4.8845,-1.7554,79.5,84,8,7.54,GH,1636830243
vestmannaeyjar,63.4427,-20.2734,49.39,96,100,35.84,IS,1636830243
isangel,-19.55,169.2667,77.23,83,9,5.53,VU,1636830244
sar-e pul,35.8333,66.1667,38.62,72,100,0.92,AF,1636830244
presidencia roque saenz pena,-26.7852,-60.4388,101.14,22,100,13.8,AR,1636830244
axim,4.8699,-2.2405,78.84,84,3,5.64,GH,1636830244
monte san giovanni campano,41.6406,13.5137,56.59,90,74,1.74,IT,1636830245
gravdal,68.1214,13.5031,40.66,65,66,14.65,NO,1636830245
arlit,18.7369,7.3853,86.83,12,100,8.16,NE,1636830245
constitucion,-35.3333,-72.4167,59.59,61,1,19.1,CL,1636830088
igarka,67.4667,86.5833,9.82,94,100,13.04,RU,1636830246
san rafael,-34.6177,-68.3301,75.04,27,4,16.89,AR,1636830038
gaozhou,21.9392,110.8461,62.46,63,62,2.68,CN,1636830247
cayenne,4.9333,-52.3333,84.24,84,75,3.0,GF,1636830247
aban,56.67,96.06,29.52,89,100,9.06,RU,1636830247
ust-kuyga,70.0167,135.6,-3.28,99,100,3.98,RU,1636830248
marienburg,54.0359,19.0266,45.9,74,100,6.8,PL,1636830248
tambura,5.6,27.4667,73.31,78,8,2.28,SS,1636830021
husavik,66.0449,-17.3389,42.01,91,100,31.9,IS,1636830248
puri,19.8,85.85,75.72,94,96,8.1,IN,1636830232
vanavara,60.34,102.2797,10.42,95,100,3.44,RU,1636830249
bosorod,45.6833,23.0833,45.19,59,97,2.95,RO,1636830249
smolenka,52.1352,113.4974,24.87,58,10,8.95,RU,1636830249
sesheke,-17.4759,24.2968,83.44,34,96,2.37,ZM,1636830250
villarrica,-25.75,-56.4333,89.55,34,96,9.8,PY,1636830250
clarksville,36.5298,-87.3595,48.69,53,75,1.99,US,1636830140
baglan,36.1307,68.7083,47.35,74,0,4.45,AF,1636830250
bilecik,40.0,30.1667,33.42,42,34,6.85,TR,1636830119
merauke,-8.4667,140.3333,79.99,80,95,1.23,ID,1636830251
selma,36.5708,-119.6121,87.84,50,0,3.04,US,1636830251
high level,58.5169,-117.136,27.79,86,93,3.94,CA,1636830252
yangjiang,21.85,111.9667,62.46,61,58,6.44,CN,1636830252
ewa beach,21.3156,-158.0072,79.02,74,100,5.03,US,1636830057
altamont,42.2068,-121.7372,53.78,82,1,1.01,US,1636830253
tortoli,39.9256,9.6572,58.98,75,34,3.33,IT,1636830253
anadyr,64.75,177.4833,21.0,92,100,1.99,RU,1636830253
aldan,58.6031,125.3894,-5.78,99,92,4.18,RU,1636830254
valparaiso,-33.0393,-71.6273,74.84,44,0,20.71,CL,1636830254
buchanan,5.8808,-10.0467,78.76,78,97,5.23,LR,1636830254
jalu,29.0331,21.5482,68.16,51,98,7.63,LY,1636830255
basco,20.4487,121.9702,78.4,82,94,18.59,PH,1636830255
rio grande,-32.035,-52.0986,75.31,62,68,18.84,BR,1636830256
penzance,50.1186,-5.5371,52.81,84,3,7.85,GB,1636830256
bandarbeyla,9.4942,50.8122,78.75,72,99,16.24,SO,1636830256
komsomolskiy,40.4272,71.7189,40.42,45,91,1.32,UZ,1636830256
markova,48.6758,24.4138,40.59,57,91,2.8,UA,1636830257
ulladulla,-35.35,150.4667,53.1,65,97,12.66,AU,1636830257
udachnyy,66.4167,112.4,-24.54,84,2,4.34,RU,1636830258
plettenberg bay,-34.0527,23.3716,62.47,85,23,8.75,ZA,1636830258
puerto baquerizo moreno,-0.9,-89.6,67.86,79,38,11.27,EC,1636830012
sambava,-14.2667,50.1667,75.58,84,56,4.45,MG,1636830258
kieta,-6.2167,155.6333,79.16,79,38,1.43,PG,1636830259
corrales,35.2378,-106.6067,70.34,29,1,3.0,US,1636830259
boende,-0.2167,20.8667,70.09,99,100,2.64,CD,1636830259
gohpur,26.8833,93.6333,63.39,79,7,1.21,IN,1636830260
kadyy,57.787,43.1903,30.78,89,100,7.11,RU,1636830260
merrill,45.1805,-89.6835,35.37,68,90,6.91,US,1636830260
youghal,51.95,-7.8506,54.61,100,7,4.21,IE,1636830261
gidole,5.65,37.3667,61.27,61,92,3.47,ET,1636830261
nakhon si thammarat,8.25,100.0,80.06,93,100,3.15,TH,1636830261
altus,34.6381,-99.334,67.51,22,1,13.8,US,1636830262
hemet,33.7475,-116.972,87.94,17,0,1.01,US,1636830138
sisimiut,66.9395,-53.6735,7.54,91,34,9.46,GL,1636830262
tocopilla,-22.092,-70.1979,67.55,69,98,11.03,CL,1636830262
rizhao,35.4275,119.4553,47.39,56,0,4.81,CN,1636830025
portobelo,9.55,-79.65,85.96,73,72,7.87,PA,1636830263
skjervoy,70.0311,20.9714,41.05,67,16,15.95,NO,1636830263
lanxi,29.2195,119.477,49.37,90,1,0.49,CN,1636830264
grahamstown,-33.3042,26.5328,55.98,93,29,7.83,ZA,1636830010
mokrous,51.2333,47.5167,35.13,66,100,15.1,RU,1636830264
namie,37.4833,141.0,39.78,75,100,4.05,JP,1636830264
qasigiannguit,68.8193,-51.1922,-11.88,85,8,6.53,GL,1636830265
morondava,-20.2833,44.2833,78.44,82,6,4.03,MG,1636830265
baracoa,20.3467,-74.4958,86.0,60,49,4.5,CU,1636830265
suhaia,43.7333,25.25,46.42,69,93,3.6,RO,1636830265
ust-barguzin,53.45,108.9833,23.92,78,97,1.03,RU,1636830266
ducheng,23.2373,111.5317,58.8,71,16,2.17,CN,1636830266
sinjar,36.3209,41.8754,57.36,37,6,3.42,IQ,1636830266
hirado,33.3597,129.5531,54.36,57,100,12.73,JP,1636830267
lavrentiya,65.5833,-171.0,14.16,97,80,4.59,RU,1636830267
katobu,-4.9408,122.5276,75.36,92,100,3.04,ID,1636830267
gaomi,36.3833,119.7528,44.1,66,0,5.26,CN,1636830268
pangai,-19.8,-174.35,77.49,81,71,12.64,TO,1636830268
kysyl-syr,63.8986,122.7617,-17.37,99,41,4.5,RU,1636830268
pinsk,52.1229,26.0951,39.49,76,100,9.64,BY,1636830269
laurel,39.0993,-76.8483,53.51,66,75,7.0,US,1636829827
